Page 1 Header,Name,Match Number,Assignment,Robot?,Team (getting scouted),Page 2 Header,AMP Score (Auto),SPEAKER Score (Auto),Crossed Line?,Game Pieces Taken?,Page 3 Header,Used Coopertition Button,AMP Score (Teleop),SPEAKER Score (Teleop),Page 4 Header,TRAP Score,Climb Type,Issues,Intook From (Full Match),Notes
,Fanta,34,Blue 1,6055,,,0,0,FALSE,,,TRUE,2,3,,0,,,"Ground , Source",
,Damari,34,Blue 1,6055,,,0,0,FALSE,,,FALSE,1,3,,0,,,Ground,
,John Davis,34,Red 1,3937,,,2,0,FALSE,"Right Spike , Center Spike",,FALSE,5,3,,0,Solo Climb,,"Ground , Source",Good robot 👍
,John Davis,34,Red 1,3937,,,2,0,FALSE,"Right Spike , Center Spike",,FALSE,5,3,,0,Solo Climb,,"Ground , Source",Good robot 👍
,Jonathan,34,Blue 2,9067,,,0,0,FALSE,,,TRUE,2,3,,0,Solo Climb,,"Ground , Source",
,Logan,34,Red 3,6186,,,0,0,FALSE,,,FALSE,0,0,,0,Solo Climb,Disabled,,"They aren’t very good at driving, they tried to intake under their bumper but it was too low."
,sofiya,34,Blue 3,7483,,,0,0,FALSE,,,FALSE,0,0,,0,,,,only defended
,mariana,34,Red 2,3102,,,0,1,TRUE,,,FALSE,0,2,,0,,Tipped/Tippy,Source,only picks up from the source and it misses a lot of shot for  the speaker so when it misses it has to go all the way back to the source.
,Jonathan,35,Blue 2,1622,,,0,0,FALSE,,,FALSE,0,4,,0,Solo Climb,Disabled,Ground,
,Noah Carrillo,35,Red 3,323,,,0,0,TRUE,,,FALSE,1,4,,0,Solo Climb,,Ground,
,Damari,35,Blue 1,1038,,,2,0,FALSE,,,FALSE,4,0,,1,Solo Climb,,Ground,
,Mariana,35,Red 2,1781,,,0,1,FALSE,Left Spike,,TRUE,2,2,,0,Solo Climb,Tipped/Tippy,Ground,
,lucia,35,Blue 3,5002,,,0,0,TRUE,,,FALSE,0,0,,0,,,,"very clumsily driven, mostly defense"
,John Davis,35,Red 1,3792,,,1,0,FALSE,,,FALSE,4,0,,0,Solo Climb,,Source,
,John Davis,35,Red 1,3792,,,1,0,FALSE,,,FALSE,4,0,,0,Solo Climb,,Source,
,Ridge,35,Blue 2,1622,,,0,0,FALSE,,,FALSE,0,3,,0,Solo Climb,Failed Auto,Ground,Connection issues for first minute
,sofiya,35,Blue 3,5002,,,0,0,TRUE,,,FALSE,0,0,,0,,,,only defended
,Logan,35,Red 3,323,,,0,0,TRUE,,,FALSE,1,4,,0,3 Robot Climb,Failed Auto,Ground,Pretty quick but hot caught up with defense
,Fanta,35,Blue 1,1038,,,2,0,FALSE,Left Spike,,TRUE,2,0,,0,2 Robot Climb,,Ground,
,Maggie,35,Red 2,1781,,,0,1,TRUE,Right Spike,,TRUE,3,1,,0,Solo Climb,Tipped/Tippy,"Ground , Source",Almost falls over when hit and in a certain position (intake/shooter all the way up)
,Maggie,36,Red 2,3616,,,0,0,TRUE,Right Spike,,TRUE,0,2,,0,Solo Climb,,Ground,
,Mariana,36,Red 2,3616,,,0,0,TRUE,Left Spike,,FALSE,1,2,,0,Solo Climb,,Ground,
,John Davis,36,Red 1,2341,,,0,0,FALSE,,,TRUE,0,3,,0,Solo Climb,,Ground,
,John Davis,36,Red 1,2341,,,0,0,FALSE,,,TRUE,0,3,,0,Solo Climb,,Ground,
,lucia,36,Blue 3,2357,,,0,2,TRUE,"Right Spike , Center Spike",,TRUE,4,1,,0,,,"Ground , Source","REALLY good at scoring amp, but is a little too large for under the stage and got stuck"
,Damari,36,Blue 1,5437,,,0,0,FALSE,,,TRUE,0,0,,0,Solo Climb,Tipped/Tippy,Ground,
,Fanta,36,Blue 1,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,,Ground,
,Noah Carrillo,36,Red 3,6586,,,0,0,TRUE,Left Spike,,FALSE,0,0,,0,,,,Was at half power. Missing a battery.
,Noah Carrillo,36,Red 3,6586,,,0,0,TRUE,Left Spike,,FALSE,0,0,,0,,,,Was at half power. Missing a battery.
,Ridge,36,Blue 2,16,,,0,1,FALSE,,,FALSE,2,2,,0,Solo Climb,,Ground,"Did slightly worse than usual this round, could be counted as outlier"
,sofiya,36,Blue 3,2357,,,0,3,TRUE,,,TRUE,4,1,,0,,,"Ground , Source",
,Jonathan,36,Blue 2,16,,,0,1,TRUE,Center Line 5,,FALSE,2,0,,0,,Disabled,"Ground , Source","defense support errrr fixed teammate that was flipped, was paused at the beginning. bombsquad? more like bumsquad"
,Damari,37,Blue 1,4336,,,0,0,TRUE,,,FALSE,0,0,,0,Solo Climb,,Ground,
,Noah Carrillo,37,Red 3,5454,,,0,0,FALSE,,,FALSE,3,5,,0,,,Ground,
,Noah Carrillo,37,Red 3,5454,,,0,0,FALSE,,,FALSE,3,5,,0,,,Ground,
,lucia,37,Blue 3,9073,,,0,0,FALSE,,,FALSE,1,0,,0,,,Ground,"kept missing amp scoring, that might be all they can do"
,Mariana,37,Red 2,8044,,,0,1,TRUE,"Failed Center Line 2 , Failed Center Line 3",,TRUE,1,5,,0,,Failed Auto,Ground,not disabled but moved kinda jittery idk
,Ridge,37,Blue 2,2190,,,0,0,FALSE,,,FALSE,0,0,,0,,,,Absolute pile of trash that sat there and did nothing
,Maggie,37,Red 2,8044,,,0,1,TRUE,,,TRUE,2,6,,0,,,Ground,
,Fanta,37,Blue 1,4336,,,0,0,FALSE,,,FALSE,0,0,,0,,,,Defense
,Jonathan,37,Blue 2,2190,,,0,0,TRUE,,,FALSE,0,0,,0,,"Tipped/Tippy , Disabled , Parts Fell Off/Broke",,im not sure what just happened. live replay: 🧍‍♂️🧍‍♂️🧍‍♂️
,John Davis,37,Red 1,9429,,,0,0,FALSE,,,TRUE,0,0,,0,,Disabled,Source,"Stopped in the middle of endgame 

Also didn't score but passed notes to their team"
,John Davis,37,Red 1,9429,,,0,0,FALSE,,,TRUE,0,0,,0,,Disabled,Source,"Stopped in the middle of endgame 

Also didn't score but passed notes to their team"
,sofiya,37,Blue 3,9073,,,0,0,FALSE,,,FALSE,1,0,,0,,,Ground,"only attempted to score amp but kept missing
"":3"" -Lucia"
,Noah Carrillo,38,Red 3,1038,,,2,0,TRUE,Left Spike,,FALSE,3,0,,0,Solo Climb,,Ground,
,Noah Carrillo,38,Red 3,1038,,,2,0,TRUE,Left Spike,,FALSE,3,0,,0,Solo Climb,,Ground,
,Fanta,38,Blue 1,3792,,,0,0,FALSE,,,FALSE,0,6,,0,3 Robot Climb,,Ground,
,Damari,38,Blue 1,3792,,,0,0,TRUE,,,FALSE,0,6,,0,Solo Climb,,Ground,
,Ridge,38,Blue 2,7525,,,0,3,FALSE,,,FALSE,0,8,,0,Solo Climb,,Ground,Another breathtaking performance
,Maggie,38,Red 2,2992,,,0,1,TRUE,,,TRUE,2,3,,0,,,Ground,
,lucia,38,Blue 3,9067,,,0,0,TRUE,,,FALSE,4,0,,0,3 Robot Climb,,"Ground , Source",
,mariana,38,Red 2,2992,,,0,1,TRUE,,,FALSE,0,3,,0,,,Ground,note got stuck
,John Davis,38,Red 1,9608,,,0,0,FALSE,,,FALSE,0,2,,0,Solo Climb,,Source,They (probably) can't score amp
,John Davis,38,Red 1,9608,,,0,0,FALSE,,,FALSE,0,2,,0,Solo Climb,,Source,They (probably) can't score amp
,sofiya,38,Blue 3,9067,,,0,0,TRUE,,,FALSE,4,0,,0,Solo Climb,,Ground,
,Jonathan,38,Blue 2,7525,,,0,3,FALSE,"Center Spike , Left Spike , Failed Right Spike",,,0,7,,0,Solo Climb,Failed Auto,"Ground , Source",hahaha what can i say 😉
,lucia,39,Blue 3,323,,,0,1,FALSE,,,FALSE,1,5,,0,Solo Climb,,Ground,
,Damari,39,Blue 1,2357,,,0,2,TRUE,,,TRUE,3,0,,1,Solo Climb,,Ground,
,Noah Carrillo,39,Red 3,3616,,,0,2,FALSE,Center Spike,,FALSE,4,3,,0,Solo Climb,,Ground,
,Ridge,39,Blue 2,3102,,,0,1,FALSE,,,TRUE,0,2,,0,Solo Climb,,Source,"Surprisingly durable, good defense"
,Jonathan,39,Blue 2,3102,,,0,0,TRUE,,,,0,2,,0,,,"Ground , Source",
,Fanta,39,Blue 1,2357,,,0,3,TRUE,"Right Spike , Center Spike , Left Spike",,FALSE,4,0,,0,2 Robot Climb,,Ground,
,sofiya,39,Blue 3,323,,,0,1,FALSE,,,FALSE,1,6,,0,Solo Climb,,Ground,
,Nisala,39,Red 1,7483,,,0,0,FALSE,,,FALSE,0,0,,0,,,,Dropped note and then tried to defend. Not good at it.
,Ridley rober t walker,39,Red 1,7483,,,0,0,FALSE,,,FALSE,0,0,,0,,,,its bad GG
,Ridleyy,39,Red 3,3616,,,0,2,TRUE,Center Spike,,TRUE,4,3,,0,Solo Climb,,Ground,good
,Ridley,39,Red 2,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,Tipped/Tippy,,intake doesn't work
,Ridley,39,Red 2,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,Tipped/Tippy,,intake doesn't work
,Maggie,40,Red 2,2190,,,0,0,TRUE,,,FALSE,0,0,,0,,Tipped/Tippy,Source,
,Fanta,40,Blue 1,6586,,,0,0,FALSE,,,FALSE,0,0,,0,,"Tipped/Tippy , Disabled",,
,Noah Carrillo,40,Red 3,16,,,0,3,TRUE,"Right Spike , Center Spike",,FALSE,4,3,,0,,,Ground,
,Noah Carrillo,40,Red 3,16,,,0,3,TRUE,"Right Spike , Center Spike",,FALSE,4,3,,0,,,Ground,
,john davis,40,Red 1,1622,,,1,0,FALSE,,,FALSE,1,1,,0,,,Source,
,Damari,40,Blue 1,6586,,,0,0,TRUE,,,FALSE,0,0,,0,,"Tipped/Tippy , Failed Auto",Ground,
,Ridge,40,Blue 2,9073,,,0,0,FALSE,,,FALSE,0,0,,0,,,,"They decided to be a wall for this game, and it worked decently well"
,lucia,40,Blue 3,1781,,,0,0,FALSE,,,FALSE,4,3,,0,,,Source,got penalized womp womp
,Mariana,40,Red 2,2190,,,0,0,TRUE,,,FALSE,0,0,,0,,,,defence? idk just moving back and forth in a line most of the time. mid defence
,Owen Reynolds,40,Red 1,1622,,,0,0,FALSE,,,FALSE,1,1,,0,,,Ground,
,Jonathan,40,Blue 2,9073,,,0,0,FALSE,,,,0,0,,0,,,,defense pretty good but their robot is too light for it
,sofiya,40,Blue 3,1781,,,0,0,FALSE,,,FALSE,3,4,,0,,,Source,penalized
,Maggie,41,Red 2,2992,,,0,1,TRUE,Right Spike,,TRUE,7,1,,0,,,Ground,
,lucia,41,Blue 3,4107,,,0,2,TRUE,Center Spike,,FALSE,1,4,,0,Solo Climb,,Source,
,Noah Carrillo,41,Red 3,2341,,,0,1,FALSE,,,FALSE,0,1,,0,,,Ground,Fickle intake
,Noah Carrillo,41,Red 3,2341,,,0,1,FALSE,,,FALSE,0,1,,0,,,Ground,Fickle intake
,Ridge,41,Blue 2,6055,,,0,0,FALSE,,,FALSE,3,1,,0,Solo Climb,,"Ground , Source",
,Damari,41,Blue 1,5454,,,0,0,FALSE,,,FALSE,1,4,,0,,,Ground,
,Fanta,41,Blue 1,5454,,,0,0,FALSE,,,FALSE,2,4,,0,,,Ground,
,Owen Reynolds,41,Red 1,5002,,,0,0,TRUE,,,FALSE,0,0,,0,,,,Glorified roomba
,Mariana,41,Red 2,2992,,,0,1,TRUE,Left Spike,,FALSE,6,3,,0,,,Ground,
,john davis,41,Red 1,5002,,,0,0,FALSE,,,FALSE,0,0,,0,,Parts Fell Off/Broke,,it didn’t take anything or shoot so i think it’s intake or something broke
,sofiya,41,Blue 3,4107,,,0,2,TRUE,Center Spike,,FALSE,1,4,,0,Solo Climb,,Source,
,joanthab,41,Blue 2,6055,,,0,0,FALSE,,,,3,0,,0,Solo Climb,,Source,not sure about auto at all i started late
,Maggie,42,Red 1,3937,,,0,2,TRUE,Center Line 2,,TRUE,2,5,,0,,,Ground,
,Aiden,42,Blue 1,6186,,,0,1,FALSE,,,TRUE,0,0,,0,,,,
,Alex,42,Blue 3,8044,,,0,0,TRUE,,,FALSE,1,3,,0,,,"Ground , Source",
,Dillon,42,Red 1,3937,,,0,2,TRUE,,,TRUE,2,5,,0,,,Ground,Was cery good at scoring. Missed a bit but good teamate.
,Luke Thompson,42,Red 3,7525,,,0,4,TRUE,,,TRUE,0,7,,0,Solo Climb,,Ground,"Very good cycles, one or two times where we didn’t see the note go in"
,Taj,42,Red 3,7525,,,0,4,TRUE,,,TRUE,0,7,,0,Solo Climb,,Ground,"Breakaway great with us, never got in the way, both scored a ton"
,Jalen,42,Blue 2,4336,,,0,3,TRUE,"Right Spike , Center Spike",,TRUE,3,3,,0,,,,One of the notes was stuck
,Coby,42,Blue 2,4336,,,0,3,TRUE,,,TRUE,3,3,,0,,,"Ground , Source",
,Garys,42,Blue 1,6186,,,0,1,FALSE,,,TRUE,0,0,,0,,,,Didn't intake anything. Didn't climb.
,Jazlyn,42,Red 2,9429,,,0,0,FALSE,,,FALSE,0,0,,0,,Disabled,,wasn’t working this match
,zofia,42,Red 2,9429,,,0,0,FALSE,,,FALSE,0,0,,0,,Disabled,,robot shutdown whole match
,Leif,42,Blue 3,8044,,,0,0,FALSE,Failed Center Line 2,,FALSE,2,2,,0,,Failed Auto,Ground,"Ground intake only, failed to shoot the first note preloaded in auto. Which then led it to move toward center 2nd note, but it didn’t pick it up either way, but it did touch the note. The overall gameplay wasn’t strong. Shooter needs to be more accurate, many seconds were wasted missing amp and speaker."
,Coby,43,Blue 2,9608,,,0,1,FALSE,,,TRUE,0,0,,0,,,,
,freya,43,Red 1,2190,,,0,0,FALSE,,,FALSE,0,0,,0,,,,
,Aiden,43,Blue 1,9067,,,0,1,TRUE,Left Spike,,TRUE,2,1,,0,,"Parts Fell Off/Broke , Failed Auto",Ground,
,Taj,43,Red 3,1038,,,1,0,TRUE,,,TRUE,3,0,,1,Solo Climb,,Ground,Slow slow cycles
,Jalen,43,Blue 2,9608,,,0,1,FALSE,,,TRUE,0,0,,0,,,,The robots driver stink
,Dillon,43,Red 1,2190,,,0,0,TRUE,,,FALSE,0,0,,0,,,,It just drove around. Like thats all that happened. Struggled on defense. No points.
,Luke,43,Red 3,1038,,,1,0,TRUE,,,TRUE,3,0,,1,Solo Climb,,Ground,"One of their pieces broke during match, doesn’t look too significant, seems like they can only score amp/trap"
,zofia,43,Red 2,2357,,,0,2,TRUE,Center Spike,,FALSE,0,5,,0,Solo Climb,,Ground,"very similar robot to us, can shoot speaker consistently from stage so they could shoot behind us for speaker

good driver, able to maneuver around robot to source well"
,alex,43,Blue 3,1622,,,0,1,TRUE,Center Spike,,FALSE,4,1,,0,,Tipped/Tippy,"Ground , Source","got messed up early, very flimsy"
,Garys,43,Blue 1,9067,,,0,1,TRUE,Left Spike,,TRUE,2,1,,0,,Disabled,Ground,Got hit and froze for a while
,Jazlyn,43,Red 2,2357,,,0,2,TRUE,,,TRUE,0,6,,0,Solo Climb,,Ground,goonies pushed as it was climbing so not sure if it actuallly climbed
,Leif,43,Blue 3,1622,,,0,1,TRUE,Center Spike,,FALSE,5,1,,0,,,Ground,"Team 1692 (Spyder) decided to go for a very last attempt at the speaker rather than climbing, but could not get the melody ranking point either way. Otherwise the robot has issues with being stable, along with appearing to be easily overcome by other robots on defense. The other robots on the team did absolutely nothing, so it was surprising to see Spyder score many points considering it was a 1 v 3."
,Coby,44,Blue 2,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,,,
,Aiden,44,Blue 1,3102,,,0,0,TRUE,,,FALSE,0,6,,0,,Failed Auto,Source,
,Taj,44,Red 3,9073,,,0,0,FALSE,,,FALSE,0,0,,0,,,,"Defense, let bomb score everything"
,zofia,44,Red 2,5454,,,0,0,FALSE,,,FALSE,0,5,,0,,Failed Auto,Ground,"intake can move around so can avoid speaker defense, driver not that good at maneuvering"
,alex,44,Blue 3,5002,,,0,0,TRUE,,,FALSE,0,1,,0,,,Ground,"pretty mid, got in the way of teammates and defense was mid"
,Jazlyn,44,Red 2,5454,,,0,0,FALSE,,,FALSE,0,6,,0,,,Ground,seemed to be moving a little weird
,Luke,44,Red 3,9073,,,0,0,FALSE,,,FALSE,0,0,,0,,"Disabled , Failed Auto",,"Had to defend, seems very broken, could only pass off first note then defend then sat in the middle of the field halfway through"
,Jalen,44,Blue 2,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,,,Booo
,Garys,44,Blue 1,3102,,,0,0,TRUE,,,FALSE,0,6,,0,,Tipped/Tippy,Source,Hits many robots and objects. Almost fell at one point.
,freya,44,Red 1,16,,,0,3,TRUE,,,FALSE,0,8,,0,,,Ground,
,Dillon,44,Red 1,16,,,0,3,TRUE,,,FALSE,0,8,,0,,,Ground,Missed a few. Scored a lot though.
,Leif,44,Blue 3,5002,,,0,0,TRUE,,,FALSE,0,1,,0,,,Ground,"The robot has really weak power, which is terrible for the 4 or 5 times it attempted to shoot into the speaker. It only made 1/4 or 1/5, shortly after is switched to defense, and stalled robots attempting to get points from the source. The defense was average, possibly on the worse side of the spectrum."
,Aiden,45,Blue 1,8044,,,0,2,TRUE,"Right Spike , Center Line 3",,TRUE,4,3,,0,Solo Climb,,Ground,
,alex,45,Blue 3,3616,,,0,0,TRUE,,,FALSE,0,6,,0,3 Robot Climb,,"Ground , Source","bad auto, solid teleop"
,freya,45,Red 1,4107,,,0,0,FALSE,,,FALSE,0,5,,0,,Tipped/Tippy,Source,
,Dillon,45,Red 1,4107,,,0,1,FALSE,,,FALSE,0,6,,0,,,"Ground , Source",Good at scoring. Couldnt keep up on defense.
,Coby,45,Blue 2,3937,,,0,2,TRUE,,,FALSE,3,7,,0,,,"Ground , Source",
,Taj,45,Red 3,1781,,,0,2,TRUE,,,FALSE,3,4,,0,Solo Climb,Tipped/Tippy,Ground,"Fiddled with notes for a bit, lil bit tippy"
,Jalen,45,Blue 2,3937,,,0,2,FALSE,,,FALSE,3,6,,0,,,"Ground , Source",
,zofia,45,Red 2,7483,,,0,0,FALSE,,,FALSE,1,1,,0,,,Ground,"not a strong got, felt like it got slow after it got knocked around a bunch"
,Garys,45,Blue 1,8044,,,0,2,TRUE,"Center Line 2 , Center Line 3",,FALSE,4,3,,0,Solo Climb,,Ground,
,Luke,45,Red 3,1781,,,0,2,TRUE,,,FALSE,3,4,,0,Solo Climb,,Ground,"Note got stuck underneath for a lil bit, climb is odd cause it lowers after it raises, don’t know if it counts"
,Leif,45,Blue 3,3616,,,0,0,TRUE,,,FALSE,0,6,,0,Solo Climb,,Ground,"The robot team was very efficient, and beat the high score by getting 108. The robot overall is a good shooter, good accuracy, but is a little slow."
,Jazlyn,45,Red 2,7483,,,0,0,FALSE,,,FALSE,1,1,,0,,,Source,moved very sporadically and stopped playing mid round
,Coby,46,Blue 2,2341,,,0,1,FALSE,,,FALSE,0,5,,0,Solo Climb,,"Ground , Source",
,Jalen,46,Blue 2,2341,,,0,1,FALSE,,,FALSE,0,5,,0,Solo Climb,,"Ground , Source",
,Aiden,46,Blue 1,2992,,,0,2,TRUE,Center Spike,,FALSE,0,2,,0,,,Ground,
,Maggie,46,Red 1,6586,,,0,0,TRUE,,,FALSE,0,0,,0,,,,"Mostly played defense. Tippy, which slowed them down."
,zofia,46,Red 2,9429,,,0,1,FALSE,,,FALSE,0,0,,0,,,Source,"maybe shooter disabled, just flung notes across the arena"
,alex,46,Blue 3,323,,,0,1,TRUE,Left Spike,,FALSE,6,1,,0,,,"Ground , Source","bad shooter aim, indecisive at end"
,Jazlyn,46,Red 2,9429,,,0,1,FALSE,,,FALSE,0,0,,0,,,Source,"just shot notes towards the amp, only played a little defense at the beginning"
,Dillon,46,Red 1,6586,,,0,0,TRUE,,,FALSE,0,0,,0,,"Tipped/Tippy , Parts Fell Off/Broke",,I think it was broken. It was just driving around and struggling on defense.
,Luke,46,Red 3,3792,,,0,0,TRUE,,,FALSE,0,6,,0,,Parts Fell Off/Broke,Ground,"Climber broke, so couldn’t climb and had to go around stage, seems very fragile"
,Taj,46,Red 3,3792,,,0,0,TRUE,,,FALSE,0,6,,0,,Parts Fell Off/Broke,Ground,"Hit by robots, arm got extended, really finicky scoring"
,Garys,46,Blue 1,2992,,,0,2,TRUE,Center Spike,,FALSE,0,2,,0,,,Ground,
,Leif,46,Blue 3,323,,,0,2,FALSE,Center Line 5,,FALSE,6,3,,0,,,Ground,"The robot worked efficiently. It has quick movement speed, but requires the shooter to be attached to intake to work, which causes delay, so shooting is a little slower then trying to get a note into the speaker."
,zofia,47,Red 2,4336,,,0,3,FALSE,"Left Spike , Center Line 1",,FALSE,4,2,,0,Solo Climb,,Ground,
,alex,47,Blue 3,1622,,,0,1,TRUE,,,FALSE,4,1,,0,2 Robot Climb,,"Ground , Source",
,Aiden,47,Blue 1,7525,,,0,4,TRUE,"Right Spike , Center Spike , Left Spike",,FALSE,0,5,,0,Solo Climb,Parts Fell Off/Broke,Ground,Belt probably broke off again
,Coby,47,Blue 2,6186,,,0,1,FALSE,,,TRUE,0,0,,0,,,,
,Jalen,47,Blue 2,6186,,,0,1,FALSE,,,TRUE,0,0,,0,,,,
,Luke,47,Red 3,6055,,,0,1,FALSE,,,TRUE,1,0,,0,Solo Climb,Tipped/Tippy,Ground,"I guess intake broke, started defending halfway through"
,Taj,47,Red 3,6055,,,0,1,FALSE,,,TRUE,1,0,,0,Solo Climb,"Tipped/Tippy , Disabled",Ground,"First very tippy, I think it broke bc middle of match it just completely switched to defense"
,freya,47,Red 1,5454,,,0,0,FALSE,,,FALSE,1,2,,0,,,,
,Dillon,47,Red 1,5454,,,0,0,FALSE,,,TRUE,1,4,,0,,,Ground,It was alright at scoring. Not agile.  light defense locked it up
,Garys,47,Blue 1,7525,,,0,4,TRUE,"Right Spike , Center Spike , Left Spike",,TRUE,0,5,,0,Solo Climb,,Ground,
,Jazlyn,47,Red 2,4336,,,0,3,TRUE,"Center Spike , Left Spike",,TRUE,3,2,,0,Solo Climb,,Ground,took a bit of time between to score
,Leif,47,Blue 3,1622,,,0,0,FALSE,,,FALSE,6,1,,0,Solo Climb,,Ground,"The robot scored many times in the amp, the power (low power issue) on the shooter did make it miss a few shots."
,Coby,48,Blue 2,7483,,,0,0,FALSE,,,FALSE,1,0,,0,,"Parts Fell Off/Broke , Failed Auto",,
,Aiden,48,Blue 1,16,,,0,1,TRUE,,,TRUE,0,9,,0,Solo Climb,"Parts Fell Off/Broke , Made Alliance Fail Climb",Ground,
,Dillon,48,Red 1,2190,,,0,0,TRUE,,,TRUE,0,0,,0,,,,It only plays defense. Its not that good defense. No intake.
,alex,48,Blue 3,1038,,,1,0,TRUE,,,FALSE,4,0,,0,,,"Ground , Source",solid amp bot
,Garys,48,Blue 1,16,,,0,1,FALSE,"Failed Right Spike , Failed Center Line 2",,TRUE,0,9,,0,,,Ground,
,freya,48,Red 1,2190,,,0,0,FALSE,,,FALSE,0,0,,0,,,,
,zofia,48,Red 2,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,Tipped/Tippy,Source,"failed it’s only (preloaded) amp attempt, could only defend, idk if they even have an intake"
,Luke,48,Red 3,4107,,,0,1,TRUE,,,TRUE,3,7,,0,,,"Ground , Source",They were the only one on their team doing anything
,Taj,48,Red 3,4107,,,0,1,TRUE,,,TRUE,3,7,,0,,,"Ground , Source",
,Jazlyn,48,Red 2,5437,,,0,0,FALSE,,,TRUE,0,0,,0,,Tipped/Tippy,,"only blocked blue from scoring but rlly did not do anything
it’s movement easnt very good"
,Leif,48,Blue 3,1038,,,1,0,TRUE,,,FALSE,4,0,,0,,,"Ground , Source","They attempted to climb, but failed due to alignment. This could possibly and most likely be due to weight distribution and position if climbers. We can also find that it scored in amp, which as it did so, helped amplification for team bomb squad scoring in the speaker."
,Leif,49,Blue 3,9067,,,0,1,TRUE,Right Spike,,FALSE,0,0,,0,Solo Climb,,Ground,The robot
,zofia,49,Red 2,2357,,,0,1,TRUE,,,FALSE,2,2,,0,,,Ground,
,Dillon,49,Red 1,6586,,,0,0,TRUE,,,TRUE,0,0,,0,,Tipped/Tippy,,It just drove  around. Tippy
,Coby,49,Blue 2,2992,,,0,1,TRUE,,,TRUE,3,2,,0,,,"Ground , Source",
,Jalen,49,Blue 2,2992,,,0,1,TRUE,,,TRUE,3,4,,0,,,"Ground , Source",
,Aiden,49,Blue 1,9073,,,0,0,FALSE,,,TRUE,0,0,,0,,,Ground,
,freya,49,Red 1,6586,,,0,0,FALSE,,,FALSE,0,0,,0,,,,
,alex,49,Blue 3,9067,,,0,1,TRUE,Right Spike,,FALSE,0,0,,0,Solo Climb,,,"got a note stuck and switchrd to (bad) defense, kept getting in the way of teammates"
,Lucas,49,Red 2,2357,,,0,1,FALSE,,,FALSE,2,2,,0,,,"Ground , Source",weird climb didn’t work
,Luke,49,Red 3,3937,,,0,2,FALSE,,,TRUE,6,4,,0,Solo Climb,,Ground,"Missed a few shots, don’t think they got off ground on climb"
,Taj,49,Red 3,3937,,,0,2,TRUE,,,TRUE,6,4,,0,,,Ground,"Missed a ton, didn’t have time to climb"
,Garys,49,Blue 1,9073,,,0,0,FALSE,,,TRUE,0,0,,0,,,Ground,Can't really shoot. Acts as defender.
,Aiden,50,Blue 1,3616,,,0,0,TRUE,Failed Left Spike,,TRUE,1,3,,0,Solo Climb,Failed Auto,Ground,
,Garys,50,Blue 1,3616,,,0,0,TRUE,Left Spike,,TRUE,1,3,,0,Solo Climb,,Ground,
,freya,50,Red 1,3792,,,0,0,FALSE,,,FALSE,0,5,,0,,,,
,Coby,50,Blue 2,6055,,,0,0,TRUE,,,TRUE,3,1,,0,Solo Climb,Failed Auto,"Ground , Source",
,alex,50,Blue 3,9608,,,0,0,TRUE,,,FALSE,0,1,,0,,,Source,
,Taj,50,Red 3,4336,,,0,0,TRUE,,,TRUE,5,4,,0,Solo Climb,,Ground,"Played better than yesterday, they love the amp"
,Jalen,50,Blue 2,6055,,,0,0,TRUE,,,TRUE,3,1,,0,Solo Climb,Failed Auto,"Ground , Source",
,Dillon,50,Red 1,3792,,,0,0,TRUE,,,TRUE,0,7,,0,,,Ground,It was pretty good at scoring. Drove a little confused but it was pretty good. Misses a few shots on speaker.
,Luke,50,Red 3,4336,,,0,0,TRUE,,,TRUE,5,4,,0,Solo Climb,,Ground,"Decently fast cycles, amp scoring very accurate"
,Jazlyn,50,Red 2,5002,,,0,0,TRUE,,,,0,1,,0,,,Ground,stopped scoring and started preventing  blue from scoring
,Leif,50,Blue 3,9608,,,0,0,TRUE,,,FALSE,0,1,,0,,,Source,"The robot was like a kit robot, it was easily overwhelmed and could not shoot very well."
,Jonathan,51,Blue 2,6186,,,0,1,TRUE,Failed Right Spike,,FALSE,0,0,,0,,,,bad defense
,Danyar,51,Red 2,7525,,,0,4,FALSE,"Right Spike , Center Spike , Left Spike",,FALSE,0,2,,0,Solo Climb,Parts Fell Off/Broke,"Ground , Source",
,Maggie,51,Red 2,7525,,,0,4,TRUE,"Right Spike , Center Spike , Left Spike",,TRUE,0,2,,0,Solo Climb,,Ground,Note got stuck
,Damari,51,Blue 1,9429,,,0,0,TRUE,,,TRUE,0,2,,0,,,Source,
,Noah Carrillo,51,Red 3,2341,,,0,1,FALSE,,,FALSE,0,1,,0,Solo Climb,,Ground,
,Ridge,51,Blue 2,6186,,,0,1,FALSE,,,TRUE,0,0,,0,,Parts Fell Off/Broke,Ground,Flailed around and did nothing
,Fanta,51,Blue 1,9429,,,0,0,FALSE,,,TRUE,0,2,,0,,Tipped/Tippy,Ground,"Bumped into other teams, didn’t score in amp"
,Aros,51,Red 1,3102,,,0,0,FALSE,,,FALSE,3,0,,0,2 Robot Climb,,"Ground , Source",
